"ts","disk_id","throughput","latency"
1658840415,"disk1",22921563.82,88.23
1658840430,"disk1",21938957.78,83.56
1658840445,"disk1",15632233,75.51
1658840460,"disk1",10034576.21,60.72
1658840475,"disk1",18606696.46,74.13
1658840490,"disk1",13492085.14,68.99
1658840505,"disk1",17279120.36,77.62
1658840520,"disk1",12702652.11,65.5
1658840535,"disk1",13707311.31,66.31
1658840550,"disk1",20627518.73,77.87
1658840565,"disk1",25202798.38,87.1
1658840580,"disk1",18603848.67,73.22
1658840595,"disk1",24953149.09,89.09
1658840610,"disk1",11684991.17,64.15
1658840625,"disk1",13422744.39,66.82
1658840640,"disk1",18445614.57,83.42
1658840655,"disk1",19860861.18,85.7
1658840670,"disk1",19715578.54,85
1658840685,"disk1",13998215.15,69.44
1658840700,"disk1",17299208.96,77.78
1658840715,"disk1",27110951.04,92.79
1658840730,"disk1",25326441.54,90.33
1658840745,"disk1",14868519.43,68.89
1658840760,"disk1",25116651.92,85.76
1658840775,"disk1",20860894.09,77.35
1658840790,"disk1",21780509.65,94.05
1658840805,"disk1",16804068.71,81.19
1658840820,"disk1",28487608.62,103.96
1658840835,"disk1",15075513.55,71.29
1658840850,"disk1",7275121.13,52.25
1658840865,"disk1",19920527.54,77.09
1658840880,"disk1",21001464.96,78.48
1658840895,"disk1",21569439.14,81.14
1658840910,"disk1",19877232.74,75.18
1658840925,"disk1",23476175.06,85.99
1658840940,"disk1",16511561.45,75.47
1658840955,"disk1",14858300.31,71.08
1658840970,"disk1",16799963.85,84.02
1658840985,"disk1",17835176.97,82.42
1658841000,"disk1",18173452.48,83.32
1658841015,"disk1",8335787.21,64.31
1658841030,"disk1",9086469.14,65.74
1658841045,"disk1",15648121.69,85.44
1658841060,"disk1",13679351.76,76.06
1658841075,"disk1",21192483.89,84.02
1658841090,"disk1",11895568.87,67.22
1658841105,"disk1",20261488.49,86.16
1658841120,"disk1",11753865.9,62.88
1658841135,"disk1",23243914.05,84.05
1658841150,"disk1",20360187.61,84.02
1658841165,"disk1",29565177.64,98.13
1658841180,"disk1",19483730.22,79.16
1658841195,"disk1",23556537.34,88.99
1658841210,"disk1",31531427.73,108.58
1658841225,"disk1",24304660.97,95.49
1658841240,"disk1",14949765.5,78.93
1658841255,"disk1",19917899.16,86.44
1658841270,"disk1",19455372.46,83.97
1658841285,"disk1",32367606.02,112.5
1658841300,"disk1",20907426.48,84.08
1658841315,"disk1",21958217.09,91.16
1658841330,"disk1",22910669.13,91.93
1658841345,"disk1",16004385.93,73.7
1658841360,"disk1",15980394.81,73.88
1658841375,"disk1",22242781.17,87.09
