"ts","disk_id","throughput","latency"
1637586000,"disk1",41708512.46,15.03
1637586015,"disk1",52087985.35,16.8
1637586030,"disk1",53228780.75,16.51
1637586045,"disk1",54437357.09,17.25
1637586060,"disk1",51653746.64,17.53
1637586075,"disk1",54412735.17,17.91
1637586090,"disk1",54651747.61,18.82
1637586105,"disk1",57515332.55,16.99
1637586120,"disk1",47950914.11,16.92
1637586135,"disk1",57473007.54,17.92
1637586150,"disk1",54892025.08,19.75
1637586165,"disk1",45289305.95,17.54
1637586180,"disk1",52059511.32,17.89
1637586195,"disk1",49605835.07,17.51
1637586210,"disk1",43627154.1,17.29
1637586225,"disk1",52076113.65,17.73
1637586240,"disk1",51514665.21,18.7
1637586255,"disk1",56611227.93,18.99
1637586270,"disk1",43488844.25,16.66
1637586285,"disk1",47023631.95,17.1
1637586300,"disk1",48592663.83,18.36
1637586315,"disk1",57012740.49,17.55
1637586330,"disk1",51661197.73,18.37
1637586345,"disk1",52264769.65,18.11
1637586360,"disk1",54249086.52,17.78
1637586375,"disk1",58126326.43,20.79
1637586390,"disk1",54685197.41,18.11
1637586405,"disk1",53298754.61,17.15
1637586420,"disk1",64984515.27,17.94
1637586435,"disk1",62380017.44,17.87
1637586450,"disk1",59726229.51,20.4
1637586465,"disk1",57969788.97,19.16
1637586480,"disk1",56687732.59,17.53
1637586495,"disk1",48584100.34,16.72
1637586510,"disk1",63176092.77,18.81
1637586525,"disk1",51272339.44,18.61
1637586540,"disk1",51921576.82,17.76
1637586555,"disk1",47693687.63,20.67
1637586570,"disk1",57575851.02,18.36
1637586585,"disk1",49134849.08,17.35
1637586600,"disk1",48746883.31,17.71
1637586615,"disk1",55389974.36,18.15
1637586630,"disk1",51570264.09,17.4
1637586645,"disk1",46721994.26,17.08
1637586660,"disk1",51193196.78,19.13
1637586675,"disk1",51298446.7,17.83
1637586690,"disk1",54132866.49,18.79
1637586705,"disk1",57111772.63,18.71
1637586720,"disk1",49152099.83,17.16
1637586735,"disk1",55353344.13,18.09
1637586750,"disk1",47846485.07,17.7
1637586765,"disk1",50828420.97,18.15
1637586780,"disk1",50414798.13,17.68
1637586795,"disk1",55917954.31,18.67
1637586810,"disk1",46716977.87,17.66
1637586825,"disk1",51544416.35,17.66
1637586840,"disk1",53324855.11,18.53
