"ts","disk_id","throughput","latency"
1658494815,"disk1",24024739.21,86.41
1658494830,"disk1",17320388.55,72.04
1658494845,"disk1",21597567.46,78.76
1658494860,"disk1",40475308.21,118.54
1658494875,"disk1",15015969.57,65.44
1658494890,"disk1",19706512.64,76.67
1658494905,"disk1",17657737.7,76.46
1658494920,"disk1",15524424.74,72.16
1658494935,"disk1",18558120.17,78.72
1658494950,"disk1",12751554.64,63.03
1658494965,"disk1",22885574.7,79.13
1658494980,"disk1",18798260.81,70.85
1658494995,"disk1",11846635.22,60.8
1658495010,"disk1",11834384.41,61.35
1658495025,"disk1",15276566.15,65.41
1658495040,"disk1",25916654.6,86.79
1658495055,"disk1",25281069.8,84.93
1658495070,"disk1",17469504.02,70.75
1658495085,"disk1",21716425.87,79.64
1658495100,"disk1",21237841.05,77.02
1658495115,"disk1",16525383.99,70.69
1658495130,"disk1",16474688.16,69.53
1658495145,"disk1",20385596.64,73.71
1658495160,"disk1",16193896.84,64.28
1658495175,"disk1",24682981.78,79.25
1658495190,"disk1",22661597.35,81
1658495205,"disk1",17959670.4,72.11
1658495220,"disk1",12141997.31,63.61
1658495235,"disk1",18914547.79,73.13
1658495250,"disk1",22174120.6,75.48
1658495265,"disk1",18540701.68,73.68
1658495280,"disk1",26524691.03,93.35
1658495295,"disk1",22153526.07,83.12
1658495310,"disk1",23795757.62,83.38
1658495325,"disk1",19839216.27,74.51
1658495340,"disk1",24840942.14,82.74
1658495355,"disk1",18934928.55,69.67
1658495370,"disk1",18452029.89,73.61
1658495385,"disk1",21041342.52,80.94
1658495400,"disk1",14379100.63,70.72
1658495415,"disk1",13550394.03,70.33
1658495430,"disk1",16667119.12,75.24
1658495445,"disk1",18328839.52,75.42
1658495460,"disk1",25770597.98,87.89
1658495475,"disk1",23972863.31,92.25
1658495490,"disk1",20095568.91,84.68
1658495505,"disk1",17454387.39,82.3
1658495520,"disk1",19524744.75,82.05
1658495535,"disk1",18793358.03,79.75
1658495550,"disk1",21869355.13,81.42
1658495565,"disk1",27976379.29,92.35
1658495580,"disk1",24395249.42,86.79
1658495595,"disk1",22121853.56,84.14
