"ts","disk_id","throughput","latency"
1659272415,"disk1",15478137.64,119.07
1659272430,"disk1",12563504.53,114.74
1659272445,"disk1",6414572.8,74.44
1659272460,"disk1",11991167.97,91.44
1659272475,"disk1",21098038.93,113.34
1659272490,"disk1",9213264.27,79.44
1659272505,"disk1",8948676.48,78.11
1659272520,"disk1",12666483.4,95.83
1659272535,"disk1",9181918.16,85.52
1659272550,"disk1",9918706.63,92.81
1659272565,"disk1",14170082.84,110.73
1659272580,"disk1",6318771.69,79.03
1659272595,"disk1",12050071.79,92.39
1659272610,"disk1",9829801.94,83.54
1659272625,"disk1",14687093.41,98.64
1659272640,"disk1",20720268.08,107.52
1659272655,"disk1",14171603.83,87.25
1659272670,"disk1",10939162.13,72.06
1659272685,"disk1",14347300.82,84.87
1659272700,"disk1",13823433.71,78.38
1659272715,"disk1",16324672.43,82.46
1659272730,"disk1",15604395.53,82.66
1659272745,"disk1",18666820.55,91.52
1659272760,"disk1",6972545.84,60.19
1659272775,"disk1",13635024.67,73.51
1659272790,"disk1",22778916.51,88.99
1659272805,"disk1",16834076.81,90.96
1659272820,"disk1",19578333.82,94.31
1659272835,"disk1",13181659.82,78.99
1659272850,"disk1",17158022.09,87.11
1659272865,"disk1",13743533.82,85.47
1659272880,"disk1",11614930.13,76.83
1659272895,"disk1",12481140.49,75.19
1659272910,"disk1",17106911.78,93.34
1659272925,"disk1",10111498.84,78.29
1659272940,"disk1",12612392.7,84.58
1659272955,"disk1",12610036.06,81.72
1659272970,"disk1",12644624.79,81.46
1659272985,"disk1",18118619.6,94.33
1659273000,"disk1",17163304.57,91.25
1659273015,"disk1",14769460.95,84.14
1659273030,"disk1",15724466.65,89.4
1659273045,"disk1",22396106.91,96.7
1659273060,"disk1",22526330.54,97.67
1659273075,"disk1",13221312.13,82.99
1659273090,"disk1",18016358.5,95.21
1659273105,"disk1",17492216.66,97.32
1659273120,"disk1",17304681.21,94.09
1659273135,"disk1",11901047.02,82.87
1659273150,"disk1",7213222.51,63.74
1659273165,"disk1",3435135.58,48.45
1659273180,"disk1",5140736.15,53.98
1659273195,"disk1",10398064.21,59.29
1659273210,"disk1",14224196.85,66.53
1659273225,"disk1",23570312.77,82.26
1659273240,"disk1",18939098.3,76.53
1659273255,"disk1",17563735.58,73.67
1659273270,"disk1",20476819.12,80.46
1659273285,"disk1",21284636.99,87.43
1659273300,"disk1",17087408.38,82.98
1659273315,"disk1",23731955.34,99.4
1659273330,"disk1",14672261.62,80.89
1659273345,"disk1",9772357.05,64.39
1659273360,"disk1",11786053.88,69.19
1659273375,"disk1",17419068.06,81.81
1659273390,"disk1",10718206.5,65.19
1659273405,"disk1",9998098.03,62.49
1659273420,"disk1",13192960.77,67.46
1659273435,"disk1",20682196.86,82.47
1659273450,"disk1",20272031.18,79.69
1659273465,"disk1",11771813.71,63.11
1659273480,"disk1",11685035.11,61.34
1659273495,"disk1",17872077.33,71.7
1659273510,"disk1",15886250.83,66.03
1659273525,"disk1",13471746.55,64.25
1659273540,"disk1",15652867.27,68.78
1659273555,"disk1",15138340.37,67.15
1659273570,"disk1",15476235.19,65.59
1659273585,"disk1",19024751.81,71.89
1659273600,"disk1",18220239.2,73.37
1659273615,"disk1",19596543.02,76.49
1659273630,"disk1",13616051.26,66.74
1659273645,"disk1",14169664.62,70.63
1659273660,"disk1",16108893.59,73.68
1659273675,"disk1",10095790.81,60.77
1659273690,"disk1",12404162.72,66.08
1659273705,"disk1",14701530.88,71.48
1659273720,"disk1",14119704.82,78.49
1659273735,"disk1",13676948.87,73.28
1659273750,"disk1",16529422.49,82.23
1659273765,"disk1",15357659.39,84.18
1659273780,"disk1",17009865.01,87.72
1659273795,"disk1",25707736.15,102.86
1659273810,"disk1",20536741.59,88.97
1659273825,"disk1",11532532.42,79.25
1659273840,"disk1",17257441.77,96.86
1659273855,"disk1",15659020.36,88.44
1659273870,"disk1",21008937.17,100.75
1659273885,"disk1",11987354.92,85.86
1659273900,"disk1",11349664.6,83.9
1659273915,"disk1",14069079.52,84.12
1659273930,"disk1",23451049.96,101.3
1659273945,"disk1",21333685.05,92.22
1659273960,"disk1",15827199.63,81.34
1659273975,"disk1",13538610.26,78.92
1659273990,"disk1",17683262.18,86.38
1659274005,"disk1",18235851.44,88.21
1659274020,"disk1",16500626.64,85.51
1659274035,"disk1",12985678.11,75.04
1659274050,"disk1",13452630.77,74.89
1659274065,"disk1",19296105.7,91.06
1659274080,"disk1",15776562.13,87.84
1659274095,"disk1",15043732.18,93.97
1659274110,"disk1",15167204.37,92.34
1659274125,"disk1",18163516.05,95.33
1659274140,"disk1",19684670.59,93.37
1659274155,"disk1",18824820.17,89.52
1659274170,"disk1",17713331.15,83.88
1659274185,"disk1",14447575.22,82.26
1659274200,"disk1",14900902.78,81.08
1659274215,"disk1",20942506.91,95.9
1659274230,"disk1",7266707.7,61.48
1659274245,"disk1",8396113.83,67.73
1659274260,"disk1",16515593.15,90.75
1659274275,"disk1",16642769.48,86.71
1659274290,"disk1",13600744.73,75.02
1659274305,"disk1",10353862.85,64.94
1659274320,"disk1",14286422.74,68.52
1659274335,"disk1",15060138.67,73.1
1659274350,"disk1",16797617.47,81.2
1659274365,"disk1",14999128.83,80.31
1659274380,"disk1",9103372.82,62.03
1659274395,"disk1",8301868.46,59.73
1659274410,"disk1",12743024.27,69.94
1659274425,"disk1",15123832.89,75.03
1659274440,"disk1",15683234.59,77.63
1659274455,"disk1",15007823.53,76.22
1659274470,"disk1",13139280.54,72.96
1659274485,"disk1",13617900.76,70.75
1659274500,"disk1",16040051.13,79.66
1659274515,"disk1",17001358.43,76.48
1659274530,"disk1",10004900.88,61.86
1659274545,"disk1",17699289.33,78.34
1659274560,"disk1",14566618.2,70.64
1659274575,"disk1",21910583.92,87.87
1659274590,"disk1",21148051.88,84.12
1659274605,"disk1",21248153.3,88.25
1659274620,"disk1",15914870.07,77.22
1659274635,"disk1",13803631.37,70.88
1659274650,"disk1",17441169.69,76.78
1659274665,"disk1",14807600.77,75.38
1659274680,"disk1",10572363.8,64.76
1659274695,"disk1",10391293.49,64.57
1659274710,"disk1",8995349.95,62.92
1659274725,"disk1",9864026.46,63.34
1659274740,"disk1",12014070.28,67.2
1659274755,"disk1",14155185.68,72.22
1659274770,"disk1",20362223.54,81.79
1659274785,"disk1",14459766.23,74.75
1659274800,"disk1",17506890,85.96
1659274815,"disk1",14171531.28,78.46
1659274830,"disk1",16740387.77,76.19
1659274845,"disk1",15207055.28,72.21
1659274860,"disk1",18451858.97,78
1659274875,"disk1",20432908.06,81.42
1659274890,"disk1",15883768.93,73.89
