"ts","disk_id","throughput","latency"
1638190800,"disk1",61877632.78,18.57
1638190815,"disk1",58594007.28,17.64
1638190830,"disk1",61433676.73,17.71
1638190845,"disk1",66627587.01,17.91
1638190860,"disk1",65222147.97,18.49
1638190875,"disk1",67500201.17,19.56
1638190890,"disk1",64814251.89,18.32
1638190905,"disk1",64100396.11,18.34
1638190920,"disk1",70166577.26,18.65
1638190935,"disk1",78876577.56,19.06
1638190950,"disk1",60901496.16,16.59
1638190965,"disk1",63105622.99,18.9
1638190980,"disk1",63610244.44,16.6
1638190995,"disk1",58844958.52,16.78
1638191010,"disk1",61055112.15,16.74
1638191025,"disk1",63057813.42,18.42
1638191040,"disk1",69275025.54,18.12
1638191055,"disk1",64495442.61,18.03
1638191070,"disk1",63119938.46,16.99
1638191085,"disk1",62630084.8,17.18
1638191100,"disk1",61472203.13,17.16
1638191115,"disk1",61821551.26,16.75
1638191130,"disk1",59911747.61,17.41
1638191145,"disk1",56960122.21,15.8
1638191160,"disk1",59451046.25,16.4
1638191175,"disk1",68926693.46,18.08
1638191190,"disk1",65757074.54,18.31
1638191205,"disk1",53198942.8,16.23
1638191220,"disk1",59526567.22,17.23
1638191235,"disk1",66527536.35,16.99
1638191250,"disk1",65139102.81,17.53
1638191265,"disk1",73999096.07,19.92
1638191280,"disk1",72622682.08,19.06
1638191295,"disk1",70524753.99,19.98
1638191310,"disk1",67480030.85,17.89
1638191325,"disk1",73431073.15,18.85
1638191340,"disk1",69332351.33,18.54
1638191355,"disk1",69207060.54,18.19
1638191370,"disk1",60510513.5,17.76
1638191385,"disk1",59986854.62,17.84
1638191400,"disk1",62307930.25,17.27
1638191415,"disk1",62194251.79,17.55
1638191430,"disk1",65065947.29,20.64
1638191445,"disk1",64019436.18,23.64
1638191460,"disk1",73197830.39,20.89
1638191475,"disk1",66774987.81,18.47
1638191490,"disk1",62594888.37,18.89
1638191505,"disk1",64572244.11,19
1638191520,"disk1",65888389.42,18.69
1638191535,"disk1",69427805.33,19.38
1638191550,"disk1",62116321.36,16.59
1638191565,"disk1",64285450.11,16.07
1638191580,"disk1",63285724.42,16.43
1638191595,"disk1",69803312.19,17.52
1638191610,"disk1",64917979.09,17.42
1638191625,"disk1",68173042.32,17.21
1638191640,"disk1",66005620.97,17.43
1638191655,"disk1",62576804.19,17.3
1638191670,"disk1",65369894.44,17.51
1638191685,"disk1",72381483.78,21.31
1638191700,"disk1",64004151.68,18.85
1638191715,"disk1",60847281.09,18.3
1638191730,"disk1",61313025.5,16.8
1638191745,"disk1",58990861.21,16.16
1638191760,"disk1",65034716.07,17.71
1638191775,"disk1",62368626.21,17.82
1638191790,"disk1",63938280.09,16.69
1638191805,"disk1",65261094.03,16.59
1638191820,"disk1",65550494.86,17.16
1638191835,"disk1",62249803.51,17.97
1638191850,"disk1",58386920.27,17.7
1638191865,"disk1",61519253.8,16.73
1638191880,"disk1",59863620.5,16.5
1638191895,"disk1",59303111.76,18.45
1638191910,"disk1",61547463.53,18.71
1638191925,"disk1",61209084.87,17.94
1638191940,"disk1",58797953.4,17.21
1638191955,"disk1",64622103.55,16.61
1638191970,"disk1",62282188.87,16.79
1638191985,"disk1",65835366.64,18.3
1638192000,"disk1",61001798.13,17.84
1638192015,"disk1",65841537.4,19.4
1638192030,"disk1",64111023.67,18.02
1638192045,"disk1",67502800.36,16.89
1638192060,"disk1",60219841.87,17.08
1638192075,"disk1",65499007.79,18.45
1638192090,"disk1",59786271.19,17.33
1638192105,"disk1",57574108.3,16.94
1638192120,"disk1",60592775.8,16.84
1638192135,"disk1",61637996.39,16.59
1638192150,"disk1",59581221.94,17.1
1638192165,"disk1",59571957.61,16.66
1638192180,"disk1",55307450.95,16.13
1638192195,"disk1",57562694.99,16.12
1638192210,"disk1",55173387.82,15.72
1638192225,"disk1",62180514.03,16.68
1638192240,"disk1",58432396.94,15.91
1638192255,"disk1",59187316.01,16.42
1638192270,"disk1",62190872.61,16.95
1638192285,"disk1",55760839.29,16.87
1638192300,"disk1",55334892.17,16.33
1638192315,"disk1",58158647.52,16.02
1638192330,"disk1",56264173.32,16.47
1638192345,"disk1",63888152.57,16.86
1638192360,"disk1",62529547.67,17.54
1638192375,"disk1",62858612.13,17.58
1638192390,"disk1",66547109.41,17.75
1638192405,"disk1",60876009.28,20.04
1638192420,"disk1",50629583.87,16.95
1638192435,"disk1",60183252.01,18.2
1638192450,"disk1",69638511.78,19.46
1638192465,"disk1",59681081.46,18.26
1638192480,"disk1",59739138.62,19.12
