"ts","disk_id","throughput","latency"
1638190800,"disk1",62656570.8,18.15
1638190815,"disk1",63964777.13,18.99
1638190830,"disk1",60510414.94,18.06
1638190845,"disk1",62431591.01,19.33
1638190860,"disk1",61170111.23,18.58
1638190875,"disk1",60591973.09,18.56
1638190890,"disk1",52590333.13,18.72
1638190905,"disk1",54111156.6,18.39
1638190920,"disk1",52642445.68,16.8
1638190935,"disk1",60334331.42,17.28
1638190950,"disk1",55351268.17,16.32
1638190965,"disk1",58173472.15,17.39
1638190980,"disk1",57917677.11,16.14
1638190995,"disk1",65163433.1,18.4
1638191010,"disk1",79454504.97,19.05
1638191025,"disk1",68101053.19,21.07
1638191040,"disk1",59678904.33,18.55
1638191055,"disk1",63476954.34,18.22
1638191070,"disk1",67429205.86,18.19
1638191085,"disk1",63727263.82,17.41
1638191100,"disk1",72359555.79,19.43
1638191115,"disk1",80103853.68,20.75
1638191130,"disk1",79684877.56,19.21
1638191145,"disk1",74218946.03,17.25
1638191160,"disk1",67613566.35,17.69
1638191175,"disk1",74783171.36,18.18
1638191190,"disk1",71979762.86,17.65
1638191205,"disk1",61681743.55,16.59
1638191220,"disk1",58691620.49,18.08
1638191235,"disk1",63166103.08,18.08
1638191250,"disk1",74625446.58,18.13
1638191265,"disk1",82927691.42,19.12
1638191280,"disk1",69146182.3,18.42
1638191295,"disk1",65438203.22,18.81
1638191310,"disk1",68275460.56,18.65
1638191325,"disk1",69937262.9,18.92
1638191340,"disk1",62973552.98,18.59
1638191355,"disk1",67856865.55,20.66
1638191370,"disk1",61787737.77,20.35
1638191385,"disk1",62279671.56,19.24
1638191400,"disk1",53962388.97,18.57
1638191415,"disk1",58416745.41,17.59
1638191430,"disk1",63198073.62,18.73
1638191445,"disk1",61375457.54,18.57
1638191460,"disk1",65250148.22,18.98
1638191475,"disk1",64801055.39,19.27
1638191490,"disk1",67898306.2,17.97
1638191505,"disk1",63132435.3,19.37
1638191520,"disk1",66537496.14,20.65
1638191535,"disk1",71578880.93,19.12
1638191550,"disk1",69550515.44,18.45
1638191565,"disk1",62767151.68,16.78
1638191580,"disk1",61459274.88,18.77
1638191595,"disk1",57160835.78,17.62
1638191610,"disk1",59145100.41,16.38
1638191625,"disk1",58207667.38,17.21
1638191640,"disk1",55183332.57,17.8
1638191655,"disk1",59092338.59,18.78
1638191670,"disk1",63363317.13,17.97
1638191685,"disk1",69609305.69,21.02
1638191700,"disk1",64688121.67,18.41
1638191715,"disk1",53145659.93,17.05
1638191730,"disk1",53178813.88,16.82
1638191745,"disk1",60814630.73,18.14
1638191760,"disk1",66106864.68,18.07
1638191775,"disk1",59900978.77,18.02
1638191790,"disk1",53181557.72,16.16
1638191805,"disk1",49494118.17,16.81
1638191820,"disk1",49805467.67,17
1638191835,"disk1",55239603.82,16.82
1638191850,"disk1",53211048.35,16.91
1638191865,"disk1",53641165.64,17.49
1638191880,"disk1",56744403.55,18.66
1638191895,"disk1",60639714.33,19.68
1638191910,"disk1",62456651.23,19.59
1638191925,"disk1",45944752.08,17.51
1638191940,"disk1",43953844.16,17.41
1638191955,"disk1",47236440.24,17.13
1638191970,"disk1",51814512.91,16.89
