"ts","disk_id","throughput","latency"
1659272415,"disk1",17734046.43,83.66
1659272430,"disk1",23444630.73,89.58
1659272445,"disk1",23063098.58,93.26
1659272460,"disk1",16355933.58,74.32
1659272475,"disk1",15585076.56,75.42
1659272490,"disk1",14468973.24,72.09
1659272505,"disk1",10083650.14,61.46
1659272520,"disk1",14491252.17,77.22
1659272535,"disk1",9841059.25,66.24
1659272550,"disk1",13148695.07,77.62
1659272565,"disk1",16275232.8,78.89
1659272580,"disk1",22797623.67,90.57
1659272595,"disk1",16784771.41,78.77
1659272610,"disk1",14211104.79,72
1659272625,"disk1",24782958.21,97.67
1659272640,"disk1",16553607.81,78.42
1659272655,"disk1",13559677.99,75.95
1659272670,"disk1",18385221.66,87.22
1659272685,"disk1",20373847.76,93.42
1659272700,"disk1",15568298.26,79.94
1659272715,"disk1",20478363.75,92.7
1659272730,"disk1",23571670.26,115.66
1659272745,"disk1",19086828.64,111.58
1659272760,"disk1",14751773.73,96.07
1659272775,"disk1",15506694.57,94.1
1659272790,"disk1",12349641,75.72
1659272805,"disk1",11704702.35,69.62
1659272820,"disk1",18773017.34,91.18
1659272835,"disk1",6234264.55,53.3
1659272850,"disk1",9915655.74,63.65
1659272865,"disk1",18432494.09,81.68
1659272880,"disk1",11650207.61,66.16
1659272895,"disk1",8854073.81,57.48
1659272910,"disk1",14823732.83,72.67
1659272925,"disk1",11908604.39,65.32
1659272940,"disk1",15199347.18,73.76
1659272955,"disk1",14854042.97,74.14
1659272970,"disk1",11504810.26,65.26
1659272985,"disk1",20702386.46,91.25
1659273000,"disk1",14529754.77,79.48
1659273015,"disk1",13512225.39,76.26
1659273030,"disk1",13632883.47,73.62
1659273045,"disk1",14856326.07,79.14
1659273060,"disk1",12642180.2,70.47
1659273075,"disk1",16500151.69,77.36
1659273090,"disk1",17318214.27,79.65
1659273105,"disk1",10982268.87,65.76
1659273120,"disk1",13966272.74,69.36
1659273135,"disk1",14400822.76,74.16
1659273150,"disk1",17595328.68,83.14
1659273165,"disk1",20335629.84,85.16
1659273180,"disk1",17685438.75,85.81
1659273195,"disk1",14160988.24,81.71
1659273210,"disk1",18102559.21,83.49
1659273225,"disk1",16634203.13,80.53
1659273240,"disk1",16329270.63,83.68
1659273255,"disk1",16420605.89,80.56
1659273270,"disk1",21057017.67,85.92
1659273285,"disk1",16216393.99,81.62
1659273300,"disk1",9616922.46,64.11
1659273315,"disk1",12975503.3,71.85
1659273330,"disk1",17315342.91,80.99
1659273345,"disk1",17576858.86,80.9
1659273360,"disk1",16570163.27,81.57
1659273375,"disk1",23942442.79,102.08
1659273390,"disk1",22737111.56,100.69
1659273405,"disk1",17045271.95,89.98
