"ts","disk_id","throughput","latency"
1660741215,"disk1",16644469.22,144.57
1660741230,"disk1",28447556.87,104.8
1660741245,"disk1",16729812.23,392.76
1660741260,"disk1",11692382.56,40.66
1660741275,"disk1",16653453.69,88.63
1660741290,"disk1",13649659.65,189.41
1660741305,"disk1",19631521.25,144.99
1660741320,"disk1",24727640.35,203.9
1660741335,"disk1",25994572.7,141.51
1660741350,"disk1",16261978.89,54.56
1660741365,"disk1",37177012.01,277.87
1660741380,"disk1",32863008.33,251.56
1660741395,"disk1",19882859.23,235.68
1660741410,"disk1",26093563.95,138.41
1660741425,"disk1",35065365.81,438.68
1660741440,"disk1",43267787.23,272.38
1660741455,"disk1",52624631.56,185.77
1660741470,"disk1",42764090.39,205.58
1660741485,"disk1",35916118.47,435.73
1660741500,"disk1",28189791.81,502.19
1660741515,"disk1",29706378.17,561.37
1660741530,"disk1",40940627.75,87.07
1660741545,"disk1",43900441.65,104.36
1660741560,"disk1",38525391.53,418.74
1660741575,"disk1",39365749.17,344.54
1660741590,"disk1",36691722.49,241.44
1660741605,"disk1",29633204.09,248.39
1660741620,"disk1",45333901.38,404.35
1660741635,"disk1",44438776.54,395.24
1660741650,"disk1",40443991.89,353.39
1660741665,"disk1",31248749.74,404.47
1660741680,"disk1",22938148.53,339.71
1660741695,"disk1",19662675.02,291.38
1660741710,"disk1",31102433.25,76.61
1660741725,"disk1",27354824.38,548.03
1660741740,"disk1",31193795.76,378.12
1660741755,"disk1",35142520.35,478.14
1660741770,"disk1",30683524.56,285.61
1660741785,"disk1",37086475.15,178.91
1660741800,"disk1",35876201.69,168.77
1660741815,"disk1",28849763.5,259.66
1660741830,"disk1",25574098.34,80.18
1660741845,"disk1",22063636.01,42.69
1660741860,"disk1",31218206.72,245.88
1660741875,"disk1",44430458.4,297.66
1660741890,"disk1",37018491.41,380.03
1660741905,"disk1",41421835.59,339.17
1660741920,"disk1",36567477.08,393.42
1660741935,"disk1",32334606.71,347.92
1660741950,"disk1",44873075.39,278.74
1660741965,"disk1",43171257.83,NA
1660741980,"disk1",44482408.01,NA
1660741995,"disk1",29167208.62,300.98
1660742010,"disk1",40494660.86,442.48
1660742025,"disk1",37582294.27,416.08
1660742040,"disk1",42774429.9,471.91
1660742055,"disk1",43921638.85,483.04
1660742070,"disk1",29075232.82,286.14
1660742085,"disk1",26295332.11,439.68
1660742100,"disk1",30132128.22,553.09
1660742115,"disk1",37024009.29,551.34
1660742130,"disk1",44183623.21,288.63
1660742145,"disk1",52584990.44,391.37
1660742160,"disk1",30521497.11,381.58
1660742175,"disk1",27282430.48,266.34
1660742190,"disk1",25053178.06,473.6
1660742205,"disk1",28033087.66,555.32
1660742220,"disk1",25084023.92,266.3
1660742235,"disk1",23739298.52,261.2
1660742250,"disk1",26538858.92,278.63
1660742265,"disk1",29119058.23,322.44
1660742280,"disk1",38596289.27,466.71
1660742295,"disk1",41685182.8,163.93
1660742310,"disk1",43264437.56,743.93
1660742325,"disk1",36681166.37,519.46
1660742340,"disk1",24575394.49,273.52
1660742355,"disk1",34740104.3,203.16
1660742370,"disk1",32700169.72,301.65
1660742385,"disk1",41091840.09,253.49
1660742400,"disk1",42949769.21,201.28
1660742415,"disk1",38563465.4,321.98
1660742430,"disk1",28181065.2,254.52
1660742445,"disk1",28660484.09,367.21
1660742460,"disk1",24178694.36,658.46
1660742475,"disk1",30143533.45,1879.99
1660742490,"disk1",25531881.6,639.74
1660742505,"disk1",33628197.76,214.18
1660742520,"disk1",35223156.74,359.83
1660742535,"disk1",28084395.48,294.26
1660742550,"disk1",32296520.82,127.48
1660742565,"disk1",42426262.13,513.37
1660742580,"disk1",53845666.07,438.21
1660742595,"disk1",36066853.01,345.56
1660742610,"disk1",29329901.69,225.83
1660742625,"disk1",34647259.28,254.54
1660742640,"disk1",31843423.76,267.43
1660742655,"disk1",31054191.14,228.57
