"ts","disk_id","throughput","latency"
1658581215,"disk1",18256503.06,59.24
1658581230,"disk1",17741737.46,58.48
1658581245,"disk1",17184353.7,58.42
1658581260,"disk1",19832183.43,60.26
1658581275,"disk1",15338249.66,53.17
1658581290,"disk1",14802364.39,51.99
1658581305,"disk1",26438037.45,65.06
1658581320,"disk1",18693158.99,57.49
1658581335,"disk1",16678946.97,53.93
1658581350,"disk1",23953212.55,60.69
1658581365,"disk1",14280768.33,50.35
1658581380,"disk1",17109481.52,53.31
1658581395,"disk1",18548564.83,54.6
1658581410,"disk1",18415035.52,53.97
1658581425,"disk1",22425909.9,56.64
1658581440,"disk1",21046868.89,58.32
1658581455,"disk1",17225394.61,56.16
1658581470,"disk1",20547192.09,59.06
1658581485,"disk1",13023473.6,51.48
1658581500,"disk1",21206347.25,61.94
1658581515,"disk1",18085424.11,58.45
1658581530,"disk1",19484887.8,60.38
1658581545,"disk1",22707492.09,63.92
1658581560,"disk1",18074966.14,56.87
1658581575,"disk1",15401406.15,58.96
1658581590,"disk1",17264134.47,56.8
1658581605,"disk1",17407095.91,55.47
1658581620,"disk1",13135456.37,51.8
1658581635,"disk1",12683635.61,54.56
1658581650,"disk1",15131856.44,57.8
1658581665,"disk1",21821755.99,67.37
1658581680,"disk1",11535351.76,53.54
1658581695,"disk1",16857140.28,65.31
1658581710,"disk1",17269956.87,61.27
1658581725,"disk1",19863746.58,66.19
1658581740,"disk1",16768262.31,61.47
1658581755,"disk1",16948901.78,57.16
1658581770,"disk1",21761136.72,62.03
1658581785,"disk1",20472809.73,61.08
1658581800,"disk1",18466820.73,56.64
1658581815,"disk1",15017205.72,51.79
1658581830,"disk1",14014824.27,51.59
1658581845,"disk1",15169693.39,54.66
1658581860,"disk1",21282703.66,61.77
1658581875,"disk1",23422038.55,65.72
1658581890,"disk1",17749912.79,61.74
1658581905,"disk1",16929282.41,56.27
1658581920,"disk1",21160783.24,64.32
1658581935,"disk1",23489720.43,69.52
1658581950,"disk1",20947523.72,68.59
1658581965,"disk1",16979653.54,65.71
1658581980,"disk1",12832291.14,57.63
1658581995,"disk1",16137455.62,56.8
1658582010,"disk1",13292308.52,52.97
1658582025,"disk1",14058950.17,55.9
1658582040,"disk1",17226873.44,58.83
1658582055,"disk1",27044379.06,69.31
1658582070,"disk1",13946791.17,55.39
1658582085,"disk1",11133165.35,50.13
1658582100,"disk1",13742411.77,53.32
1658582115,"disk1",18742343.5,58.66
1658582130,"disk1",20350979.03,61.13
1658582145,"disk1",18326815.7,60.64
1658582160,"disk1",20710131.61,65.93
1658582175,"disk1",14140162.38,53.37
1658582190,"disk1",13276584.93,50.49
1658582205,"disk1",20387606.01,61.84
1658582220,"disk1",18901626.33,56.72
1658582235,"disk1",10959270.44,46.55
1658582250,"disk1",17826281.17,59.48
1658582265,"disk1",20782738.19,62.81
1658582280,"disk1",17911061.87,59.2
1658582295,"disk1",20009588.15,59.14
1658582310,"disk1",19653616.21,61.01
1658582325,"disk1",19478158.08,63.49
1658582340,"disk1",14806137.6,61.33
1658582355,"disk1",15496890.39,62.17
1658582370,"disk1",19088778.32,65.49
1658582385,"disk1",21996927.52,66.72
1658582400,"disk1",20432056.52,64.4
1658582415,"disk1",16216322.58,59.78
1658582430,"disk1",14997210.52,66.32
1658582445,"disk1",15267888.13,67.59
1658582460,"disk1",20459129.65,81.32
1658582475,"disk1",16157830.77,69.63
1658582490,"disk1",20930430.05,79.84
1658582505,"disk1",15607979.87,68.82
1658582520,"disk1",23218319.32,78.21
1658582535,"disk1",22206701.24,71.06
1658582550,"disk1",17701512.84,68.82
1658582565,"disk1",19233270.06,67.68
1658582580,"disk1",18108864.88,67.73
1658582595,"disk1",23062123.19,77
1658582610,"disk1",23151794.47,84.45
1658582625,"disk1",18258742.59,76.82
1658582640,"disk1",22383901.39,82.06
1658582655,"disk1",29064602.13,85.75
1658582670,"disk1",28686533.84,90.14
1658582685,"disk1",23299945.7,80.84
1658582700,"disk1",22100323.25,78.83
1658582715,"disk1",20206287.84,68.72
1658582730,"disk1",23056130.26,74.53
1658582745,"disk1",27648130.38,84.98
1658582760,"disk1",14721085.74,62.21
1658582775,"disk1",17015494.19,63.39
1658582790,"disk1",22496847.65,67.85
1658582805,"disk1",12708446.3,51.96
1658582820,"disk1",19783443.56,59.61
1658582835,"disk1",23860067.66,67.63
1658582850,"disk1",25915221.03,73
1658582865,"disk1",20580346.74,70.07
1658582880,"disk1",15231049.9,60.59
1658582895,"disk1",24062653.96,71.3
1658582910,"disk1",26476527.6,77.04
1658582925,"disk1",24488572.7,70.23
1658582940,"disk1",19633922.52,62.22
1658582955,"disk1",14829589.36,58.81
1658582970,"disk1",14980110.65,61.72
1658582985,"disk1",12801143.68,56.5
1658583000,"disk1",18502729.64,68.07
1658583015,"disk1",16484701.51,61.01
1658583030,"disk1",19045299.98,65.77
1658583045,"disk1",24947367.12,75.73
1658583060,"disk1",20504253.61,74.26
1658583075,"disk1",14871241.55,61.39
1658583090,"disk1",11427744.23,58.8
1658583105,"disk1",15656749.34,64.62
1658583120,"disk1",23862964.06,75.6
1658583135,"disk1",13514193.13,56.85
1658583150,"disk1",19128524.01,66.48
1658583165,"disk1",21273569.65,65.02
1658583180,"disk1",21851700.6,64.25
1658583195,"disk1",24132707.88,64.94
1658583210,"disk1",10697277.67,47.45
1658583225,"disk1",20686230.47,62.04
1658583240,"disk1",18262444.12,57.86
1658583255,"disk1",20363186.9,61.83
1658583270,"disk1",20626387.9,59.98
1658583285,"disk1",16957193.46,56.69
1658583300,"disk1",22768693.4,65.74
1658583315,"disk1",16031102.33,55.56
1658583330,"disk1",18145870.65,58.17
1658583345,"disk1",16915946.49,56.51
1658583360,"disk1",26327742.48,68.64
