"ts","disk_id","throughput","latency"
1661173215,"disk1",19945349.07,406.31
1661173230,"disk1",22423415.82,505.11
1661173245,"disk1",29655141.4,552.43
1661173260,"disk1",31797680.54,669.32
1661173275,"disk1",29311284.21,850.44
1661173290,"disk1",27204601.32,896.13
1661173305,"disk1",33686380.01,713.26
1661173320,"disk1",32955543.42,1169.09
1661173335,"disk1",34215937.41,710.24
1661173350,"disk1",39392588.46,790.46
1661173365,"disk1",28892492.09,557.75
1661173380,"disk1",42143874.72,856.43
1661173395,"disk1",44054311.9,892.38
1661173410,"disk1",50967738.95,1109.41
1661173425,"disk1",39925081,897.43
1661173440,"disk1",38405731.06,856.79
1661173455,"disk1",30706707.7,744.38
1661173470,"disk1",32986640.57,964.56
1661173485,"disk1",29642645.03,590
1661173500,"disk1",30882224.65,546.82
1661173515,"disk1",24928375.38,558.22
1661173530,"disk1",28566441.03,920.99
1661173545,"disk1",25392008.51,382.86
1661173560,"disk1",27423682.2,336.23
1661173575,"disk1",41046638.46,152.06
1661173590,"disk1",47412317.32,461.63
1661173605,"disk1",38203304.1,626.16
1661173620,"disk1",23006750.08,642.46
1661173635,"disk1",33000774.23,795.35
1661173650,"disk1",27209495.36,895.95
1661173665,"disk1",31590880.04,606.42
1661173680,"disk1",26152674.64,768.61
1661173695,"disk1",26522136.92,454
1661173710,"disk1",18570422.24,729.39
1661173725,"disk1",22241314.42,554.1
1661173740,"disk1",20460997.27,536.7
1661173755,"disk1",23703603.4,482.5
1661173770,"disk1",25963040.58,456.95
1661173785,"disk1",28414592.31,1043.21
1661173800,"disk1",18601410.53,512
1661173815,"disk1",16033745.66,555.72
1661173830,"disk1",20493900.72,836.36
1661173845,"disk1",37733302.88,688.66
1661173860,"disk1",31668381.23,753.6
1661173875,"disk1",23481133.76,639.34
1661173890,"disk1",29036484.73,983.52
1661173905,"disk1",33128494.86,551.96
1661173920,"disk1",37825024.32,500.83
1661173935,"disk1",31576105.93,2674.09
1661173950,"disk1",31201569.6,932.99
1661173965,"disk1",33008854.56,1050.37
1661173980,"disk1",36682289.68,824.94
1661173995,"disk1",22680730.01,745.57
1661174010,"disk1",37757832.28,888.65
1661174025,"disk1",34087248.62,1364.3
1661174040,"disk1",31238571.75,813.46
1661174055,"disk1",25225259.23,605.62
1661174070,"disk1",16299909.72,1508.08
1661174085,"disk1",19445687.13,701.98
1661174100,"disk1",15879469.58,483.76
1661174115,"disk1",14041542.31,612.66
1661174130,"disk1",14312918.07,844.54
1661174145,"disk1",20835063.44,214.41
1661174160,"disk1",39508877.95,618.8
1661174175,"disk1",42935619.82,495.65
1661174190,"disk1",30990699.91,440.99
1661174205,"disk1",30031260.87,497.53
1661174220,"disk1",40357504.56,837.54
1661174235,"disk1",37490889.15,923.88
1661174250,"disk1",32912850.36,715.9
1661174265,"disk1",25347223.3,678.08
1661174280,"disk1",26584819.12,836.83
1661174295,"disk1",28346958.39,862.93
1661174310,"disk1",36401016.2,1010.66
1661174325,"disk1",32730581.15,1176.44
1661174340,"disk1",39579701.5,914.49
1661174355,"disk1",42283661.87,861.93
1661174370,"disk1",34928519.17,1275.68
1661174385,"disk1",39781288.88,911.09
1661174400,"disk1",27143360.05,1470.5
1661174415,"disk1",24430010.32,1347.61
1661174430,"disk1",25544882.85,1497.66
1661174445,"disk1",27361315.19,964.77
1661174460,"disk1",32544805.42,461.4
1661174475,"disk1",26434042.4,441.97
1661174490,"disk1",20762850.63,673.24
1661174505,"disk1",24987868.83,587.88
1661174520,"disk1",22946689.62,1705.69
1661174535,"disk1",25205880.1,1054.08
1661174550,"disk1",24291332.19,644.43
1661174565,"disk1",26582442.17,826.72
1661174580,"disk1",30822404.59,512.76
1661174595,"disk1",33879607.98,723.55
1661174610,"disk1",33127186.25,520.24
1661174625,"disk1",27763840.83,552.08
1661174640,"disk1",41802738.59,513.87
1661174655,"disk1",22809368.57,699
1661174670,"disk1",35551973.05,584.07
1661174685,"disk1",37494749.35,945.68
1661174700,"disk1",28576856.41,1062.58
1661174715,"disk1",36169613.03,404.41
1661174730,"disk1",43051696.57,958.39
1661174745,"disk1",40353841.7,998.25
1661174760,"disk1",45182499.14,717.64
1661174775,"disk1",35752767.42,1144.99
1661174790,"disk1",30526270.26,2385.28
1661174805,"disk1",44424535.07,1222.71
1661174820,"disk1",43793142.87,1391.83
1661174835,"disk1",24125818.72,1613.84
1661174850,"disk1",26191356.08,801.62
1661174865,"disk1",37282932.3,1006.27
1661174880,"disk1",43550181.09,1201.19
1661174895,"disk1",35602091.04,1182.92
1661174910,"disk1",34420823.1,230.21
1661174925,"disk1",35529775.01,942.14
1661174940,"disk1",35185566.39,922.83
1661174955,"disk1",43520954.96,1764.03
1661174970,"disk1",43294436.31,880.02
1661174985,"disk1",45480811.99,971.63
1661175000,"disk1",55386973.53,2102.08
1661175015,"disk1",37408163.92,1482.15
1661175030,"disk1",24826995.28,634.84
1661175045,"disk1",21833849.13,654.1
1661175060,"disk1",29706460.09,970.21
1661175075,"disk1",35369364.27,1385.72
1661175090,"disk1",26166748.85,305.32
1661175105,"disk1",20880226.82,2118
1661175120,"disk1",20931154.33,465.75
1661175135,"disk1",19137822.04,1033.52
1661175150,"disk1",23139182.6,603.57
1661175165,"disk1",21319631.6,1154.64
1661175180,"disk1",39439862.27,1482.25
1661175195,"disk1",22090048.08,625.13
1661175210,"disk1",17713596.24,518.12
1661175225,"disk1",17353741.71,485.52
1661175240,"disk1",20098135.84,1065.95
1661175255,"disk1",23002776.58,675.71
1661175270,"disk1",18835717.1,1019.25
1661175285,"disk1",34184089.9,589.74
1661175300,"disk1",26842718.31,539.91
1661175315,"disk1",25777802.23,463.57
1661175330,"disk1",19077987.72,415.98
1661175345,"disk1",15162710.23,516.82
1661175360,"disk1",11923857.05,423.77
1661175375,"disk1",11126292.2,550.86
1661175390,"disk1",11917398.88,1631.36
1661175405,"disk1",12440865.49,571.92
1661175420,"disk1",16019626.48,701.55
1661175435,"disk1",15674364.97,497.37
1661175450,"disk1",19571125.67,929.98
1661175465,"disk1",12344264.7,433.63
1661175480,"disk1",16394971.88,610.62
1661175495,"disk1",20375575.33,344.71
1661175510,"disk1",15639602.8,411.39
1661175525,"disk1",16931502.15,391.65
1661175540,"disk1",13504530.27,954.6
1661175555,"disk1",17730151.81,1025.33
1661175570,"disk1",21194009.33,407.05
1661175585,"disk1",21590361.42,484.34
1661175600,"disk1",20670126.38,314.24
1661175615,"disk1",23441524.04,472.6
1661175630,"disk1",37634370.39,342.29
1661175645,"disk1",36077211.5,388.05
1661175660,"disk1",23775873.17,748.28
1661175675,"disk1",17253771.13,678.95
1661175690,"disk1",19763982.72,1143.58
1661175705,"disk1",16140775.26,764.26
1661175720,"disk1",20231957.35,674.66
1661175735,"disk1",36954794.38,1126.66
1661175750,"disk1",48734445.78,542.97
1661175765,"disk1",32998610.71,1052.38
1661175780,"disk1",29934045.07,695.92
1661175795,"disk1",21452810.93,449.6
1661175810,"disk1",28949020.55,297.38
1661175825,"disk1",25955253.1,635.83
1661175840,"disk1",26600690.36,610.32
1661175855,"disk1",20887131.26,1132.19
1661175870,"disk1",23294950.2,379.21
1661175885,"disk1",26330925.68,847.41
1661175900,"disk1",19949757.52,625.32
1661175915,"disk1",21005088.94,436.84
1661175930,"disk1",24015032.86,216.84
1661175945,"disk1",34604647.13,354.39
1661175960,"disk1",31687641.63,657.51
1661175975,"disk1",26381666.28,791.89
1661175990,"disk1",14847762.5,663.38
1661176005,"disk1",15202797.21,524.32
1661176020,"disk1",23539945.68,869.31
1661176035,"disk1",27631423.71,480.83
1661176050,"disk1",37316216.44,568.76
1661176065,"disk1",33978230.92,448.77
1661176080,"disk1",41692696.49,NA
1661176095,"disk1",35726988.58,703.02
1661176110,"disk1",28517715.9,268.74
1661176125,"disk1",22446949.41,832.37
1661176140,"disk1",22387734.6,728.69
1661176155,"disk1",19372215.75,371.37
1661176170,"disk1",19808741.17,412.04
1661176185,"disk1",21648136.63,394.69
1661176200,"disk1",25845302.2,673.04
1661176215,"disk1",36777681.03,636.36
1661176230,"disk1",21407116.84,579.48
1661176245,"disk1",17403230.03,946.52
1661176260,"disk1",20302293.29,692.15
1661176275,"disk1",25341998.14,507.95
1661176290,"disk1",22272666.49,541.03
1661176305,"disk1",17147298.59,741.75
1661176320,"disk1",41461735.7,415.19
1661176335,"disk1",18423693.89,536.52
1661176350,"disk1",22586771.38,408.73
1661176365,"disk1",25132822.31,685.15
1661176380,"disk1",17778702.16,833.01
1661176395,"disk1",14382047.5,419.32
1661176410,"disk1",11423851.85,307.43
1661176425,"disk1",20105192.19,351.68
1661176440,"disk1",19124423.21,437.41
1661176455,"disk1",19675793.05,870.59
1661176470,"disk1",30425509.99,1032.29
1661176485,"disk1",10949678.07,835.9
1661176500,"disk1",16102760.66,507.27
1661176515,"disk1",17499045.66,557.92
1661176530,"disk1",15254205.65,602.3
1661176545,"disk1",11549900.72,515.98
1661176560,"disk1",18332317.21,386.29
1661176575,"disk1",38640408.17,202.58
1661176590,"disk1",38389268.81,342.17
1661176605,"disk1",15844901.98,641.07
1661176620,"disk1",13028987.78,643.1
1661176635,"disk1",13641130.64,642.98
1661176650,"disk1",16271013.09,281.04
1661176665,"disk1",14857857.23,295.03
1661176680,"disk1",15648583.61,395.01
1661176695,"disk1",31248806.95,655.16
1661176710,"disk1",31207733.64,484.89
1661176725,"disk1",23290649.66,628.92
1661176740,"disk1",25960377.05,1064.84
1661176755,"disk1",15156254.06,952.17
1661176770,"disk1",14534044.47,170.23
1661176785,"disk1",11910079.34,539.69
1661176800,"disk1",18266333.71,273.31
1661176815,"disk1",10987984.93,295.68
1661176830,"disk1",17161000.03,316.98
1661176845,"disk1",16595487.58,395.38
1661176860,"disk1",15466929.87,351.65
1661176875,"disk1",17599855.44,317.91
1661176890,"disk1",18307178.34,469.94
1661176905,"disk1",20167046.18,1209.16
1661176920,"disk1",19266803.58,387.65
1661176935,"disk1",20573446.1,337.28
1661176950,"disk1",19846474.72,388.77
1661176965,"disk1",24699568.16,358.05
1661176980,"disk1",27405958.18,290.4
1661176995,"disk1",19350699.68,311.13
1661177010,"disk1",18420047.88,688
1661177025,"disk1",13872402.97,542.37
1661177040,"disk1",35619752.58,291.89
1661177055,"disk1",34886768.13,264.04
1661177070,"disk1",35988161.28,295.74
1661177085,"disk1",35371372.97,356.24
1661177100,"disk1",23287188.05,267.26
1661177115,"disk1",19003017.64,292.59
1661177130,"disk1",23930375.12,287.42
1661177145,"disk1",24050976.44,344.51
1661177160,"disk1",26745155.62,576.56
1661177175,"disk1",41364926.68,346.84
1661177190,"disk1",27227605.69,509.02
1661177205,"disk1",18262153.14,476.3
1661177220,"disk1",29150318.33,579.47
1661177235,"disk1",26027474.27,551.56
1661177250,"disk1",25604494.38,1411.19
1661177265,"disk1",34728593.47,308.86
1661177280,"disk1",34459505.01,662.29
1661177295,"disk1",23644334.22,542.8
1661177310,"disk1",15249819.49,166.6
1661177325,"disk1",19016463.42,622.5
1661177340,"disk1",27029252.03,868.83
1661177355,"disk1",32766401.87,494.83
1661177370,"disk1",55300221.59,599.46
1661177385,"disk1",64973364.83,830.01
1661177400,"disk1",57266680.61,NA
1661177415,"disk1",37309799.94,553.5
1661177430,"disk1",18282561.64,1162.42
1661177445,"disk1",17993082.64,547.5
1661177460,"disk1",17467493.94,527.6
1661177475,"disk1",26249229.24,622.63
1661177490,"disk1",22596299.09,595.75
1661177505,"disk1",16076146.7,464.17
1661177520,"disk1",16386681.24,636.22
1661177535,"disk1",16789388.39,913.76
1661177550,"disk1",15730220.89,345.01
1661177565,"disk1",20776332.3,161.38
1661177580,"disk1",16823298.6,411.58
1661177595,"disk1",14710023.3,415.08
1661177610,"disk1",15265974.43,426.38
1661177625,"disk1",29163107.82,821.46
1661177640,"disk1",17891744.56,1140.12
1661177655,"disk1",18177428.5,1012.56
1661177670,"disk1",18682194.68,964.55
1661177685,"disk1",22041371.68,614.56
1661177700,"disk1",22481796.21,321.76
1661177715,"disk1",28541364.06,237.38
1661177730,"disk1",30218423.56,101.99
1661177745,"disk1",28164259.7,451.72
1661177760,"disk1",28309209.26,513.32
1661177775,"disk1",27566175.38,342.37
1661177790,"disk1",32253495.4,441.5
1661177805,"disk1",22360439.32,252.93
1661177820,"disk1",26174535.85,416.15
1661177835,"disk1",20002461.17,383.99
1661177850,"disk1",36590731.69,326.56
1661177865,"disk1",43160759.74,313.85
1661177880,"disk1",29128326.95,417.54
1661177895,"disk1",25863639.07,505.97
1661177910,"disk1",16883171.7,470.92
1661177925,"disk1",19573672.54,375.33
1661177940,"disk1",40266567.09,378.96
